product_name,categories_tags,ingredients_text,fat_100g,sugars_100g,proteins_100g
"Zesty savory marinade, zesty savory","en:condiments,en:groceries","Distilled vinegar, water, salt, raisin juice concentrate, dried onion, caramel color, contains 2% or less of each: spices, dried garlic, sugar, soybean oil, paprika, molasses, xanthan gum, natural smoke flavor.",0.0,6.67,0.0
"Teriyaki marinade a versatile garlic, ginger, sesame blend","en:condiments,en:groceries","Sugar, water, soy sauce (water, soybeans, salt, alcohol [preservative], wheat), distilled vinegar, rice vinegar, salt, pineapple (crushed pineapple, pineapple juice, ascorbic acid), soybean oil, contains 2% or less of each: garlic, ginger, modified corn starch, molasses, caramel color, torula yeast, spice, sesame oil, xanthan gum, citric acid.",3.33,40.0,0.0
"Spiedie marinade, spiedie","en:condiments,en:groceries","Water, soybean oil, red wine vinegar, distilled vinegar, salt, spices, contains 2% or less of each: dried garlic, dried onion, xanthan gum.",16.67,0.0,0.0
Rosemary balsamic marinade,"en:condiments,en:groceries","Water, soybean oil, sugar, balsamic vinegar, distilled vinegar, salt, rosemary, red wine vinegar, garlic, dijon mustard (water, mustard seed, distilled vinegar, salt, white wine, citric acid, tartaric acid, spices), contains 2% or less of each: extra virgin olive oil, dried onion, spices, xanthan gum.",23.33,20.0,0.0
"Steak house peppercorn marinade, steak house peppercorn","en:condiments,en:groceries","Water, distilled vinegar, salt, sugar, dried garlic, spices (including peppercorn), soy sauce (water, soybeans, salt, alcohol [preservative], wheat), contains 2% or less of each: soybean oil, dried onion, concentrated lemon juice, xanthan gum, caramel color.",0.0,6.67,0.0
"Lemon and garlic marinade, lemon and garlic","en:condiments,en:groceries","Soybean oil, water, lemon juice concentrate (water, lemon juice concentrate), distilled vinegar, sugar, salt, dried garlic, cider vinegar, dijon mustard (water, mustard seed, distilled vinegar, salt, white wine, citric acid, tartaric acid, spices), contains 2% or less of each: red wine vinegar, garlic, spice, xanthan gum.",46.67,6.67,0.0
"A tangy blend, best with chicken & pork italian marinade","en:condiments,en:groceries","Water, distilled vinegar, soybean oil, sugar, salt, contains 2% or less of each: spices, dried garlic, dried onion, garlic, dried red sweet peppers, dried green bell pepper, xanthan gum, concentrated lemon juice, beta carotene (color).",13.33,6.67,0.0
Fajita marinade,"en:condiments,en:groceries","Tomato puree (water, tomato paste), soybean oil, water, distilled vinegar, spices, salt, jalapeno pepper, sugar, onion juice, contains 2% or less of each: lime juice concentrate, dried garlic, dried onion, xanthan gum, calcium chloride.",20.0,6.67,0.0
"Chicken bbq marinade, chicken bbq","en:condiments,en:groceries","Cider vinegar, soybean oil, water, salt, egg yolks, spices, dijon mustard (water, mustard seed, distilled vinegar, salt, white wine, citric acid, tartaric acid, spices), contains 2% or less of each: distilled vinegar, xanthan gum.",26.67,0.0,0.0
Cranberry & flaxseed instant oatmeal,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products","Whole grain rolled oats, sugar, dried cranberry crumbles (cranberries, sugar, sunflower oil), milled flaxseed, salt, guar gum, natural flavors. vitamins and minerals: calcium carbonate (a source of calcium), reduced iron, niacinamide, pyridoxine hydrochloride (vitamin b6), vitamin a palmitate, riboflavin (vitamin b2), thiamin mononitrate (vitamin b1), folic acid.",5.0,32.5,7.5
"Bbq smoked chicken wings, bbq smoked",en:meals,"Chicken, brown sugar, sea salt, spices, dehydrated garlic, paprika, lemon oil.",14.12,1.18,25.88
Batter-dipped pollock fillets,"en:seafood,en:frozen-foods,en:frozen-seafood","Pollock, vegetable oil (canola, cottonseed, and/or soybean), enriched wheat flour (flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), enriched wheat flour (flour, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid), water, modified corn starch, contains 2% or less of each: whey, cellulose gum, leavening (sodium acid pyrophosphate, sodium bicarbonate, monocalcium phosphate), defatted soy flour, salt, nonfat milk, sugar, yellow corn flour.",16.67,1.85,8.33
"Pre & probiotic blended plain lowfat yogurt, plain","en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts","Cultured pasteurized grade a organic lowfat milk, organic corn starch, inulin (dietary fiber), kosher gelatin, vitamin d3. contains a blend of live and active cultures including: l.acidophilus, bifidus, l.casei, probiotic bifidobacterium lactis.",0.88,4.12,3.53
"Unsweetened coconut milk, light",en:cooking-helpers,"Water, organic coconut extract, organic guar gum.",5.93,0.0,0.0
"100% premium orange juice, orange","en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages","Orange juice, tricalcium phosphate, calcium lactate, vitamin d3.",0.0,9.3,0.85
"Thin crust pizza, chicken ranch with uncured bacon","en:meals,en:pizzas-pies-and-quiches,en:pizzas","Crust (enriched wheat flour [wheat flour, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid, enzymes], water, soybean oil, contains 2% or less of each: yeast, vinegar*, sugar, salt, cultured whey*, whey, dough conditioner [wheat flour, ascorbic acid, enzymes], soy lecithin [processing aid]), ranch sauce (water, creamer powder [sunflower oil, maltodextrin, sodium caseinate, mono and diglycerides, natural tocopherols, tricalcium phosphate {flow agent}], maltodextrin, modified food starch, salt, sugar, buttermilk [buttermilk, cultures], onion powder, garlic powder, canola oil, spices, citric acid, xanthan gum, lactic acid, silicon dioxide {anti-caking}), chicken (boneless chicken breast with rib meat, water, potato starch, seasoning [chicken broth, chicken flavor, sea salt, potato flour, onion powder, evaporated cane syrup, natural flavor], sea salt, evaporated cane syrup, caramelized sugar syrup), low moisture part-skim mozzarella cheese (pasteurized part skim milk, cheese cultures, salt, enzymes), uncured bacon without nitrates or nitrites added except those naturally found in sea salt and celery juice powder (pork, water, sea salt*, sugar, smoke flavoring, natural flavors including celery juice powder*, lactic acid starter culture).",9.17,2.5,11.67
"Thin crust pizza, cheese","en:meals,en:pizzas-pies-and-quiches,en:pizzas","Crust (enriched flour [wheat flour, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid, enzymes], water, soybean oil, contains 2% or less of each: yeast, vinegar*, sugar, salt, cultured whey*, whey, dough conditioner [wheat flour, ascorbic acid, enzymes], soy lecithin [processing aid]), cheeses (low moisture part skim mozzarella cheese [pasteurized part skim milk, cheese cultures, salt, enzymes], paremesan cheese [pasteurized cow's milk, cheese cultures, salt, enzymes], romano cheese [pasteurized cow's milk, cheese cultures, salt, enzymes], asiago cheese [pasteurized milk, cheese cultures, salt, enzymes]), sauce (water, tomatoes, sugar, salt, spices, onion powder, xanthan gum, garlic powder).",11.11,3.97,11.11
"Thin crust pizza, uncured pepperoni","en:meals,en:pizzas-pies-and-quiches,en:pizzas","Crust (enriched flour [wheat flour, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid, enzymes], water, soybean oil, contains 2% of less of each: yeast, vinegar*, sugar, salt, cultured whey*, whey, dough conditioner [wheat flour, ascorbic acid, enzymes], soy lecithin [processing aid]), sauce (water, tomatoes, sugar, salt, spices, onion powder, xanthan gum, garlic powder), cheeses (low moisture part skim mozzarella cheese [pasteurized part skim milk, cheese cultures, salt, enzymes], parmesan cheese [pasteurized cow's milk, cheese cultures, salt, enzymes], romano cheese [pasteurized cow's milk, cheese cultures, salt, enzymes], asiago cheese [pasteurized milk, cheese cultures, salt, enzymes]), uncured pepperoni contains no added nitrates or nitrites except those naturally occurring in sea salt and celery juice powder (pork, beef, sea salt, contains 2% or less of each: spices, lactic acid starter culture, natural flavor, oleoresin of paprika, may contain: dextrose, garlic powder, celery powder*, cane sugar, natural spice extractives).",14.96,3.15,11.02
"Thin crust pizza, smokehouse","en:meals,en:pizzas-pies-and-quiches,en:pizzas","Crust (enriched flour [wheat flour, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid, enzymes], water, soybean oil, contains 2% or less of each: yeast, vinegar*, sugar, salt, cultured whey*, whey, dough conditioner [wheat flour, ascorbic acid, enzymes], soy lecithin [processing aid]), bbq sauce (water, tomatoes, molasses, bbq spice [fructose, modified food starch, salt, spice, natural flavors including smoke, garlic powder, xanthan gum, citric acid], vinegar), cheeses (low moisture part skim mozzarella cheese [pasteurized part skim milk, cheese cultures, salt, enzymes], yellow cheddar cheese [pasteurized milk, cheese culture, salt, enzymes, annatto]), uncured canadian bacon contains no added nitrates or nitrites except those found in sea salt and cultured celery juice powder (pork, water, sea salt*, sugar, cultured celery juice powder*), italian sausage (pork, water, spices, salt, corn syrup solids, paprika, natural flavoring, sugar), red onion, uncured bacon without nitrates or nitrites added except those naturally found in sea salt and celery juice powder (pork, water, sea salt*, sugar, smoke flavoring, natural flavors including celery juice powder*, lactic acid starter culture).",10.85,4.65,10.85
"White veggie thin crust pizza, white veggie","en:meals,en:pizzas-pies-and-quiches,en:pizzas","Crust (enriched flour [wheat flour, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid, enzymes], water, soybean oil, contains 2% or less of each: yeast, vinegar*, sugar, salt, cultured whey*, whey, dough conditioner [wheat flour, ascorbic acid, enzymes], soy lecithin [processing aid]), cheeses (low moisture part skim mozzarella cheese [pasteurized part skim milk, cheese cultures, salt, enzymes], white cheddar cheese [pasteurized milk, cheese culture, salt, enzymes], parmesan cheese [pasteurized cow's milk, cheese cultures, salt, enzymes], romano cheese [pasteurized cow's milk, cheese cultures, salt, enzymes]), sauce (water, creme fraiche seasoning [sour cream powder {sour cream (cultured cream, nonfat milk)}, modified food starch {corn}, maltodextrin, non fat dry milk, salt, natural flavors, spice, xanthan gum, lactic acid, citric acid, garlic powder]), spinach, broccoli, red onions, red peppers, mushrooms, spices (salt, spices, onion, garlic, natural flavors, parsley).",7.46,2.99,8.21
"Buffalo style chicken thin crust pizza, buffalo style chicken","en:meals,en:pizzas-pies-and-quiches,en:pizzas","Crust (enriched flour [wheat flour, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid, enzymes], water, soybean oil, contains 2% or less of each: yeast, vinegar*, sugar, salt, cultured whey*, whey, dough conditioner [wheat flour, ascorbic acid, enzymes], soy lecithin [processing aid]), cheeses (low moisture part skim mozzarella cheese [pasteurized part skim milk, cheese cultures, salt, enzymes], white cheddar cheese [pasteurized milk, cheese culture, salt, enzymes], gorgonzola cheese [cultured pasteurized milk, enzymes, salt, penicillium roqueforti]), buffalo ranch sauce (water, ranch spice [creamer powder {sunflower oil, maltodextrin, sodium caseinate, mono & diglycerides, natural tocopherols*, tri-calcium phosphate [flow agent]}, maltodextrin, modified food starch, salt, sugar, buttermilk {buttermilk, cultures}, onion powder, garlic powder, canola oil, spices, citric acid, xanthan gum, lactic acid, silicon dioxide {anti-caking}], tomatoes, hot sauce [aged red cayenne peppers, distilled vinegar, salt, garlic]), buffalo enrobed chicken (chicken [boneless skinless chicken breast meat with rib meat, water, potato starch, seasoning {chicken broth, chicken flavor, sea salt, potato flour, onion powder, evaporated cane syrup, natural flavor}, sea salt, evaporated cane syrup, caramelized sugar syrup], buffalo spice [hot sauce powder {aged cayenne peppers, vinegar, salt, garlic, maltodextrin, modified food starch}, salt, sugar, spice, onion powder, garlic powder, corn starch, natural flavors including grill, extractive of paprika]).",9.77,3.01,11.28
"Thin crust pizza, southwest style","en:meals,en:pizzas-pies-and-quiches,en:pizzas","Crust (enriched flour [wheat flour, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid, enzymes], water, soybean oil, contains 2% or less of each: yeast, vinegar*, sugar, salt, cultured whey*, whey, dough conditioner [wheat flour, ascorbic acid, enzymes], soy lecithin [processing aid]), taco sauce (water, tomatoes, seasoning [sugar, salt, spices including chili pepper, dextrose, garlic and onion, natural flavors, extractive of paprika], vinegar), cheeses (low moisture part skim mozzarella cheese [pasteurized part skim milk, cheese cultures, salt, enzymes], yellow cheddar cheese [pasteurized milk, cheese culture, salt, enzymes, annatto]), southwest seasoned chicken blend (chicken [boneless skinless chicken breast meat with rib meat, water, potato starch, seasoning {chicken broth, chicken flavor, sea salt, potato flour, onion powder, evaporated cane syrup, natural flavor}, sea salt, evaporated cane syrup, caramelized sugar syrup], southwest seasoning [chili powder {chili pepper, cumin, salt, oregano, natural flavors, pepper}, spices {including paprika}, salt, onion and garlic], olive oil, cilantro), red pepper, green pepper, onion.",7.19,3.6,10.79
"Thin crust pizza, supreme","en:meals,en:pizzas-pies-and-quiches,en:pizzas","Crust (enriched wheat flour [wheat flour, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid, enzyme], water, soybean oil, contains 2% or less of each: yeast, vinegar*, sugar, salt, cultured whey*, whey, dough conditioner [wheat flour, ascorbic acid, enzymes], soy lecithin [processing aid]), sauce (water, tomatoes, sugar, salt, spices, onion powder, xanthan gum, garlic powder), cheese (low moisture part-skim mozzarella cheese [pasteurized part skim milk, cheese cultures, salt, enzymes], parmesan cheese [pasteurized cow's milk, cheese cultures, salt, enzymes] romano cheese [pasteurized cow's milk, cheese cultures, salt, enzymes], asiago cheese [pasteurized milk, cheese cultures, salt, enzymes]), uncured pepperoni contains no added nitrates or nitrites except those naturally occurring in sea salt and celery juice powder (pork, beef, sea salt*, contains 2% or less of each: spices, lactic acid starter culture, natural flavor, oleoresin of paprika, may contain: dextrose, garlic powder, celery powder*, cane sugar, natural spice extractives), italian sausage (pork, water, spices, salt, corn syrup solids, paprika, natural flavoring, sugar), red peppers, green peppers, black olives (black olives, salt, ferrous gluconate), onions.",13.42,3.36,0.67
Thin crust pizza,"en:meals,en:pizzas-pies-and-quiches,en:pizzas","Crust (enriched flour [wheat flour, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid, enzymes], water, soybean oil, contains 2% or less of each: yeast, vinegar*, sugar, salt, cultured whey*, whey, dough conditioner [wheat flour, ascorbic acid, enzymes], soy lecithin [processing aid]), cheeses (low moisture part skim mozzarella cheese [pasteurized part skim milk, cheese cultures, salt, enzymes], paremesan cheese [pasteurized cow's milk, cheese cultures, salt, enzymes], romano cheese [pasteurized cow's milk, cheese cultures, salt, enzymes], asiago cheese [pasteurized milk, cheese cultures, salt, enzymes]), sauce (water, tomatoes, sugar, salt, spices, onion powder, xanthan gum, garlic powder).",11.11,3.97,11.11
"Uncured pepperoni thin crust pizza, uncured pepperoni","en:meals,en:pizzas-pies-and-quiches,en:pizzas","Crust (enriched flour [wheat flour, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid, enzymes], water, soybean oil, contains 2% of less of each: yeast, vinegar*, sugar, salt, cultured whey*, whey, dough conditioner [wheat flour, ascorbic acid, enzymes], soy lecithin [processing aid]), sauce (water, tomatoes, sugar, salt, spices, onion powder, xanthan gum, garlic powder), cheeses (low moisture part skim mozzarella cheese [pasteurized part skim milk, cheese cultures, salt, enzymes], parmesan cheese [pasteurized cow's milk, cheese cultures, salt, enzymes], romano cheese [pasteurized cow's milk, cheese cultures, salt, enzymes], asiago cheese [pasteurized milk, cheese cultures, salt, enzymes]), uncured pepperoni contains no added nitrates or nitrites except those naturally occurring in sea salt and celery juice powder (pork, beef, sea salt, contains 2% or less of each: spices, lactic acid starter culture, natural flavor, oleoresin of paprika, may contain: dextrose, garlic powder, celery powder*, cane sugar, natural spice extractives).",14.96,3.15,11.02
Dried mango,en:snacks,Dried unsulphured mango.,0.0,60.0,2.5
"Butter flavor microwave popcorn, butter",en:snacks,"Popcorn, palm oil, salt, contains 2% or less of each: natural flavor, annatto extract (color), tocopherols (preservative).",30.3,0.0,6.06
"Butter microwave popcorn, butter",en:snacks,"Popcorn, palm oil, salt, contains 2% or less of each: natural flavor, annatto extract (color), tocopherols (preservative).",30.23,0.0,6.98
Butter microwave popcorn,en:snacks,"Popcorn, palm oil, salt, contains 2% or less of each: natural flavor, annatto extract (color), tocopherols (preservative).",30.3,0.0,6.06
"Light butter microwave popcorn, light butter",en:snacks,"Popcorn, palm oil, salt, contains 2% or less of each: natural flavor, annatto extract (color), tocopherols (preservative).",15.15,0.0,9.09
Sweet relish,en:salted-snacks,"Cucumbers, sugar, water, vinegar, salt, dehydrated red bell pepper, alum, xanthan gum, calcium chloride (firming agent), natural flavor, turmeric (for color), gum arabic.",0.0,26.67,0.0
Dill relish,en:salted-snacks,"Organic cucumbers, water, organic vinegar, sea salt, organic dehydrated red bell pepper, calcium chloride (firming agent), xanthan gum, natural flavor, organic turmeric (for color).",0.0,0.0,0.0
"Sweet relish, sweet",en:salted-snacks,"Organic cucumbers, organic sugar, water, organic vinegar, sea salt, organic dehydrated red bell pepper, xanthan gum, calcium chloride (firming agent), organic gum arabic, natural flavor, organic turmeric (for color).",0.0,26.67,0.0
"Sandwich slices, sweet bread & butter",en:salted-snacks,"Cucumbers, sugar, water, vinegar, salt, mustard seeds, onion flakes, calcium chloride (firming agent), celery seeds, turmeric (for color), gum arabic.",0.0,21.43,0.0
Sweet bread & butter chips,en:salted-snacks,"Cucumbers, sugar, water, vinegar, mustard seeds, onion flakes, calcium chloride (firming agent), celery seeds, turmeric (for color), gum arabic.",0.0,25.0,0.0
"Chips, sweet bread & butter",en:salted-snacks,"Cucumbers, sugar, water, vinegar, salt, mustard seeds, onion flakes, calcium chloride (firming agent), celery seeds, turmeric (for color), gum arabic.",0.0,25.0,0.0
Organic kosher dill baby pickles,en:salted-snacks,"Organic cucumbers, water, organic vinegar, sea salt, calcium chloride (firming agent), natural flavor, organic turmeric (for color).",0.0,0.0,0.0
"Sweet bread & butter pickle chips, sweet bread & butter",en:salted-snacks,"Organic cucumbers, organic sugar, water, organic vinegar, sea salt, organic mustard seeds, organic onion flakes, calcium chloride (firming agent), organic celery seeds, organic turmeric (for color).",0.0,25.0,0.0
Sweet bread & butter chips,en:salted-snacks,"Cucumbers, sugar, water, vinegar, salt, mustard seeds, onion flakes, calcium chloride (firming agent), celery seeds, turmeric (for color), gum arabic.",0.0,25.0,0.0
"Toasted Sesame Chopped Salad Kit, Toasted","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods","Organic Sesame Vinaigrette (Organic Soybean Oil, Organic Cane Sugar, Water, Organic Distilled Vinegar, Organic Soy Sauce [Water, Organic Soybeans, Salt, Organic Alcohol {To Retain Freshness}], Organic Sesame Oil, Salt, Organic Orange Juice Concentrate, Less Than 2% Of: Xanthan Gum, Organic Sesame Seeds, Organic Black Pepper, Organic Rosemary Extract), Organic Broccoli Stalk, Organic Cauliflower, Organic Green Cabbage, Organic Red Cabbage, Organic Chicory, Organic Sunflower Seeds, Organic Carrot, Organic Kale, Organic Crisp Quinoa.",11.0,7.0,3.0
"Sriracha Ranch Shredded Broccoli Stalk, Shredded Cauliflower, Green Cabbage, Red Cabbage, Chicory, Carrot, Kale, Tortilla Strips, Pumpkin Seeds, Cheddar Cheese With A Spicy Sriracha Ranch Dressing Chopped Salad Kit, Sriracha Ranch","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods","Organic Sriracha Ranch Dressing (Water, Organic Soybean Oil, Organic Distilled Vinegar, Organic Cane Sugar, Organic Skim Milk Powder, Organic Egg Yolk, Salt, Less Than 2% Of: Organic Roasted Garlic, Organic Corn Starch, Organic Dried Onion, Organic Red Pepper, Organic Black Pepper, Organic Lemon Juice Concentrate, Organic Mustard Flour, Organic Paprika, Organic Dried Garlic, Xanthan Gum, Organic Dried Chipotle Pepper, Organic Maltodextrin, Organic Parsley, Organic Cultured Dextrose), Organic Broccoli Stalk, Organic Cauliflower, Organic Green Cabbage, Organic Red Cabbage, Organic Chicory, Organic Carrot, Organic Kale, Organic Yellow And Blue Tortilla Strips (Organic Stone Ground Yellow Corn, Organic Stone Ground Blue Corn, Organic Sunflower Oil, Sea Salt, Water, Trace Of Lime), Organic Pumpkin Seed Kernels, Organic Mild White Cheddar Cheese (Organic Cheddar Cheese [Pasteurized Organic Milk, Cheese Culture, Salt, Enzymes], Powdered Cellulose [To Prevent Caking]).",9.0,3.0,4.0
"Organic chopped salad bowl, caesar",en:salted-snacks,"Organic romaine lettuce, organic caesar vinaigrette (water, organic soybean oil, organic parmesan cheese [organic milk, culture, salt, enzymes], organic cane sugar, organic extra virgin olive oil, organic lemon juice concentrate, salt, organic rice vinegar, organic dried garlic, organic mustard flour, xanthan gum, organic dried onion, natural anchovy flavor, organic black pepper, organic parsley), organic radicchio, organic parmesan hard grating cheese (organic pasteurized milk, cheese culture, salt, enzymes, powdered cellulose [to prevent caking]), organic pita squares (organic wheat flour, organic palm oil shortening, salt, organic yeast, organic sunflower oil).",10.0,2.0,4.0
Organic wild & raw honey,"en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys",Organic honey,0.0,76.19,0.0
"Plain greek nonfat yogurt, plain","en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts","Cultured pasteurized grade a nontat milk. contains the following live cultures: l. bulgaricus, streptococcus thermophilus, l. acidophilus, bifidus, l. casei.",0.0,2.67,10.0
"Vanilla flavored greek nonfat yogurt, vanilla","en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts","Cultured pasteurized grade a nonfat milk. contains the following live cultures: l. bulgaricus, streptococcus thermophilus, l. acidophilus, bifidus, l. casei. flavor preparation: water, sugar, corn starch, pectin, natural flavors.",0.0,7.33,8.67
"Strawberry greek nonfat yogurt, strawberry","en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts","Cultured pasteurized grade a nonfat milk, contains the following live and active cultures: l, bulgaricus, streptococcus thermophilus, l. acidophilus, bifidus, l. casei, fruit preparation: strawberries, sugar, water, corn starch, natural flavors, pectin, fruit and vegetable juice concentrate (color).",0.0,9.33,8.0
"Blueberry greek nonfat yogurt, blueberry","en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts","Cultured pasteurized grade a nonfat milk, contains the following live cultures: l. bulgaricus, streptococcus thermophilus, l. acidophilus, bifidus, l. casei. fruit preparation: sugar, blueberries, blueberry puree, water, corn starch, natural flavor, pectin.",0.0,9.33,8.0
Mushroom marsala simmer sauce,"en:condiments,en:sauces,en:groceries","Marsala cooking wine (wine, salt), water, mushrooms, demi glace (veal stock [veal bones, water], roux [wheat flour, veal fat], modified food starch, mirepoix stock [carrot, celery, and onion stocks], red wine, beef stock, tomato paste, salt, celery stock, carrot stock), modified corn starch, sugar, butter (cream, natural flavoring), salt, dried shallots, xanthan gum.",1.59,4.76,1.59
"Lemon butter simmer sauce, lemon butter","en:condiments,en:sauces,en:groceries","Water, sherry wine reduction, butter (cream, natural flavoring), butter flavor (milk solids, nonfat dry milk, salt, natural flavor), sweetened lemon flavedo (lemon peel, sugar, lemon oil), modified corn starch, vegetarian chicken flavor (water, yeast extract, dextrose, salt, corn starch, corn oil, flavoring, onion powder, garlic powder, turmeric), crystallized lemon (citric acid, lemon oil, lemon juice), salt, xanthan gum, crystallized lime (citric acid, lime oil, lime juice), oleoresin turmeric (for color).",3.23,4.84,0.0
Milled flax seeds,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:seeds",Organic cold milled flax seeds.,41.67,0.0,16.67
Chia seeds,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:seeds",Organic chia seeds.,29.17,0.0,16.67
Organic milled flax seeds,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:seeds",Organic cold milled flax seeds.,41.67,0.0,16.67
Chia seeds,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:seeds",Organic chia seeds.,29.17,0.0,16.67
Spreadable butter with canola oil,en:fats,"Pasteurized cream, canola oil, salt.",64.29,0.0,0.0
Spreadable butter,en:fats,"Pasteurized sweet cream, olive oil, salt.",71.43,0.0,0.0
Mixed mushrooms,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:frozen-foods,en:frozen-plant-based-foods,en:frozen-vegetables","Organic white mushroom, organic crimini mushroom, organic portabella mushroom, organic shiitake mushroom.",0.0,1.18,2.35
"Triple berry jammin' fruit spread, strawberry, raspberry & blueberry","en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:spreads,en:plant-based-spreads,en:sweet-spreads,en:fruit-and-vegetable-preserves","Organic strawberries, organic sugar, organic raspberries, organic blueberry puree, water, organic lemon juice concentrate, pectin, ascorbic acid, calcium chloride.",0.0,35.29,0.0
Chocolate sandwich creme cookies,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits","Sugar, enriched wheat flour (wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), palm oil, soybean oil, cocoa (processed with alkali), contains 2% or less of each: corn starch, baking soda, organic evaporated cane syrup, sea salt, natural cocoa extract, soy lecithin, natural flavor, cocoa powder, coffee powder.",18.52,48.15,3.7
"Chocolate sandwich creme cookies, mint double filled","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits","Sugar, enriched wheat flour (wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), palm oil, soybean oil, cocoa (processed with alkali), contains 2% or less of each: corn starch, baking soda, organic evaporated cane syrup, sea salt, natural cocoa extract, soy lecithin, peppermint oil, natural flavor, cocoa powder, coffee powder.",18.52,48.15,3.7
"Chocolate sandwich peppermint creme cookies, candy cane","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits","Sugar, enriched wheat flour (wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), palm oil, soybean oil, cocoa (processed with alkali), peppermint candy pieces (sugar, organic rice syrup, peppermint oil, beet juice extract [color]), contains 2% or less of each: baking soda, organic evaporated cane syrup, sea salt, natural cocoa extract, soy lecithin, peppermint oil, natural flavor, cocoa powder, coffee powder.",18.52,48.15,3.7
Plain roasted chicken,en:meals,Whole organic chicken,10.59,0.0,21.18
"Barbeque Seasoned Roasted Chicken, Barbeque",en:meals,"Whole Organic Chicken (Contains Up To 12% Solution Of: Water, Organic Chicken, Organic Chicken Broth Concentrate, Organic Honey Powder [Organic Maltodextrin, Organic Honey], Sea Salt), Organic Bbq Seasoning (Organic Cane Sugar, Sea Salt, Organic Tomato Powder, Organic Spices, Organic Paprika, Organic Dehydrated Onions, Organic Dehydrated Garlic, Organic Chili Powder [Organic Spices, Sea Salt, Organic Garlic], Organic Parsley, Natural Hickory Smoke Flavoring [With Maltodextrin], Organic Canola Oil, Organic Rice Concentrate).",5.95,1.19,23.8
Concord grape jelly,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:spreads,en:plant-based-spreads,en:sweet-spreads,en:fruit-and-vegetable-preserves","Sugar, concord grape juice from concentrate, lemon juice concentrate, pectin.",0.0,65.0,0.0
"Honey, wild & raw","en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys",Honey.,0.0,76.19,0.0
Wild & raw honey,"en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys",Honey.,0.0,80.95,0.0
"Honeycrisp apple breakfast bread, honeycrisp apple","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads","Water, organic wheat flour, organic oat flakes, dried organic honeycrisp apples, organic wheat gluten, organic honey, organic quick oats, organic oat bran, yeast, organic steel cut oats, contains 2% or less of each: organic cane sugar, organic canola oil, organic rye meal, organic lite molasses (organic cane syrup, organic molasses), organic oat fiber, sea salt, organic sunflower oil, organic whole wheat flour, organic sunflower seeds, organic sunflower lecithin, organic cinnamon, cultured organic wheat flour, organic vinegar, natural flavor, enzymes, ascorbic acid.",4.35,13.04,13.04
